Users which have high cosine similarity value and atleast 10 common movies:
(549, (0.9748088441787455, 13))
(71, (0.9712941585922782, 11))
(631, (0.9663462761101821, 20))
(448, (0.9649733824680548, 20))
(80, (0.9639073951290897, 19))
(435, (0.9611845033266595, 18))
(454, (0.958954601780386, 26))
(576, (0.9583427700199112, 27))
(499, (0.9578056848184145, 29))
(474, (0.9575798598000096, 27))
(155, (0.9556465330487006, 43))
(101, (0.955383348369276, 48))
(28, (0.9545564035726888, 35))
(360, (0.9526358985507545, 34))
(511, (0.9525744227840335, 25))
(637, (0.9525136278702168, 15))
(168, (0.9511217186460116, 73))
(281, (0.9505415257013548, 59))
(632, (0.9503641353107138, 26))
(588, (0.9500808674781855, 48))
(27, (0.9498619610469499, 19))
(173, (0.9493577498023572, 28))
(206, (0.9474395887253763, 27))
(387, (0.9467870307631705, 111))
(436, (0.9463227575727088, 35))
(395, (0.9460771641632176, 16))
(643, (0.9455670797096192, 15))
(647, (0.9455109770827363, 111))
(342, (0.9454082051414042, 127))
(443, (0.9448861745865965, 25))
(343, (0.9445525819214525, 29))
(203, (0.9438794436082919, 28))
(635, (0.9438560620814903, 22))
(409, (0.9429868294474155, 30))
(351, (0.9428223794760265, 25))
(11, (0.9421721848960942, 23))
(608, (0.9417815334570088, 203))
(4, (0.9417386367078263, 120))
(184, (0.9416975288098594, 38))
(555, (0.9409711384698218, 51))
(144, (0.9401550305879044, 33))
(280, (0.9398247772663761, 13))
(434, (0.9396887062815277, 115))
(503, (0.9394277105552249, 42))
(31, (0.9393071378992434, 55))
(550, (0.9392665881848755, 106))
(618, (0.9390594787909864, 18))
(644, (0.9385883692933678, 28))
(585, (0.9385793080482391, 168))
(96, (0.9381627883778428, 45))
(215, (0.9381478241161116, 40))
(514, (0.9376841090255992, 193))
(636, (0.9374188838512336, 17))
(66, (0.9374177071611813, 43))
(109, (0.9373611999756756, 22))
(344, (0.937279316576969, 114))
(492, (0.9369207442636173, 28))
(36, (0.9367612777745801, 58))
(57, (0.9366463943641594, 114))
(411, (0.9364953191094071, 23))
(508, (0.9363988885959535, 41))
(587, (0.9362251159398445, 245))
(497, (0.9353814827928987, 66))
(19, (0.9352859615167838, 234))
(62, (0.9351518330687497, 45))
(437, (0.935145742424719, 17))
(217, (0.9350315154193489, 73))
(545, (0.9350284715394466, 60))
(559, (0.9348242794217173, 96))
(242, (0.9347886244018885, 236))
(102, (0.9343996368591891, 318))
(634, (0.9343582561618767, 14))
(583, (0.9340277599017014, 19))
(137, (0.9339121804712345, 51))
(309, (0.9338460212198282, 98))
(29, (0.9337571143304834, 11))
(554, (0.9336149827302942, 35))
(659, (0.9335523202279019, 81))
(305, (0.9334355604088098, 20))
(548, (0.9334035063301294, 94))
(401, (0.9333248666873668, 44))
(171, (0.9331516759456487, 42))
(354, (0.9330863249433043, 41))
(614, (0.932810302590384, 59))
(208, (0.9327454322663018, 37))
(274, (0.9322715990990692, 34))
(34, (0.9320830767006487, 135))
(594, (0.9320560738087454, 68))
(428, (0.9319157233375601, 141))
(622, (0.9315443743294045, 26))
(118, (0.9311271959744438, 120))
(484, (0.930760041292015, 13))
(661, (0.930743003094402, 15))
(148, (0.9307270454835168, 98))
(385, (0.9305559314119686, 72))
(278, (0.9304715246218273, 34))
(211, (0.9304272658581586, 34))
(651, (0.93022150092087, 15))
(347, (0.9302180587269411, 21))
(258, (0.9300693266890366, 11))
(368, (0.9299628022318512, 17))
(93, (0.9299442906825136, 138))
(551, (0.929885917656948, 25))
(202, (0.9288208380437208, 30))
(424, (0.9287933102848258, 25))
(642, (0.9286822871842373, 22))
(218, (0.9286688039778797, 37))
(204, (0.9286234739183605, 19))
(591, (0.928607287224504, 24))
(16, (0.9286036907136278, 26))
(248, (0.9285777195460222, 60))
(67, (0.9284974588149587, 53))
(657, (0.9282687520770285, 19))
(502, (0.9282133691557265, 85))
(513, (0.9281819823276253, 20))
(521, (0.92813215791311, 38))
(216, (0.9279854774118449, 71))
(321, (0.9275887017637741, 47))
(558, (0.9275572317390247, 117))
(154, (0.9275349594044588, 14))
(595, (0.9275210614111329, 95))
(221, (0.9274896862515805, 17))
(214, (0.927335115307353, 152))
(265, (0.9269960513944075, 107))
(115, (0.926870699783277, 37))
(65, (0.9268271053875881, 18))
(652, (0.9268101977907696, 79))
(391, (0.9267843087225774, 54))
(162, (0.9266488760027496, 14))
(233, (0.9266310285496059, 16))
(222, (0.9266233293484811, 20))
(400, (0.9265370151342354, 51))
(460, (0.9264618933418814, 199))
(7, (0.9262363218452366, 61))
(224, (0.9261990507819272, 52))
(92, (0.9258928564765552, 88))
(21, (0.9258783982008092, 106))
(375, (0.9254380378305084, 24))
(87, (0.9254076225210275, 25))
(306, (0.924972001240285, 310))
(482, (0.9248805908209483, 23))
(153, (0.9247844440179024, 33))
(260, (0.9245241715005976, 28))
(74, (0.924477909601089, 42))
(383, (0.9243792579899202, 40))
(121, (0.9243153448560114, 57))
(373, (0.923684821503796, 123))
(420, (0.9236647309026519, 60))
(388, (0.9236226743536646, 475))
(533, (0.9235482539994061, 90))
(254, (0.9235326192986042, 81))
(10, (0.9235045188266877, 31))
(228, (0.9232586476267537, 55))
(119, (0.9232552941609315, 337))
(613, (0.923252026486704, 43))
(42, (0.9230283651496164, 68))
(127, (0.9229244138520827, 16))
(237, (0.9228564155904503, 36))
(319, (0.9228444847653284, 18))
(81, (0.9227874230539168, 66))
(229, (0.9227250890581953, 24))
(60, (0.9226488795158015, 42))
(95, (0.9225361498741239, 144))
(520, (0.9224794380468158, 133))
(172, (0.9224518017518416, 22))
(177, (0.9224356343400272, 134))
(209, (0.9220880844511062, 16))
(487, (0.9218704472842182, 84))
(151, (0.9216211895633183, 55))
(509, (0.9213312124614584, 539))
(393, (0.9212853735935476, 29))
(246, (0.9210196521032606, 16))
(159, (0.9209171902182439, 114))
(442, (0.920907365995666, 162))
(264, (0.9208441783209566, 23))
(257, (0.9207242278641411, 55))
(247, (0.9204216167778758, 165))
(577, (0.9201160846099607, 174))
(649, (0.9200265123844793, 65))
(241, (0.9199027422202991, 46))
(668, (0.9198140804293781, 16))
(90, (0.9198086809064289, 31))
(226, (0.9196228701521589, 19))
(597, (0.9195677042405319, 123))
(467, (0.9194523619819133, 32))
(619, (0.9193485566360919, 31))
(105, (0.9191151500773003, 346))
(272, (0.9190564631322526, 36))
(231, (0.9185065249657156, 29))
(440, (0.918450409622488, 35))
(468, (0.918261600404635, 644))
(459, (0.9178612140248347, 17))
(494, (0.9178073514316071, 61))
(54, (0.9176365556932793, 25))
(519, (0.9174946983663084, 116))
(451, (0.9174925238398336, 34))
(527, (0.9172529951328846, 113))
(232, (0.9172388035576848, 291))
(198, (0.9170851646294883, 59))
(463, (0.9168843725016683, 315))
(191, (0.9166340293450423, 28))
(603, (0.9163171036870815, 71))
(568, (0.9161816676031477, 35))
(327, (0.9161247953628077, 52))
(100, (0.9160640870297935, 18))
(439, (0.9160203564031645, 168))
(472, (0.9159976235508561, 434))
(590, (0.9159128571785445, 70))
(469, (0.9158419899652291, 14))
(592, (0.9156922534224083, 96))
(449, (0.9153176806814385, 23))
(38, (0.9152359768171932, 62))
(606, (0.9152315465722292, 45))
(236, (0.9150012803053835, 110))
(536, (0.9148013341530352, 48))
(433, (0.9147959501921292, 182))
(355, (0.9146875161244312, 239))
(111, (0.9145279285338032, 234))
(639, (0.9143892639222938, 37))
(8, (0.9143741376227922, 101))
(86, (0.9143689098729669, 85))
(312, (0.9142913740315899, 204))
(562, (0.9142291397423595, 228))
(466, (0.914079350450663, 131))
(126, (0.9140390281328236, 46))
(291, (0.9139564380956401, 59))
(564, (0.9138745920493113, 553))
(441, (0.9137064919285696, 87))
(471, (0.9136498852494536, 130))
(505, (0.9136396221750854, 230))
(249, (0.9135428990337899, 18))
(197, (0.9134839983950997, 38))
(267, (0.9134595089870017, 36))
(566, (0.9133729050403391, 11))
(630, (0.9133705440891505, 22))
(462, (0.9133004369462155, 43))
(268, (0.9132697558871645, 305))
(303, (0.9131015280521919, 193))
(304, (0.9127574999228797, 83))
(1, (0.9126537470085977, 11))
(83, (0.9126133949447525, 112))
(423, (0.9124420528456842, 212))
(438, (0.9122386117945186, 18))
(413, (0.9122154363646345, 18))
(40, (0.9120870280203422, 42))
(359, (0.912021868835484, 28))
(422, (0.91190031585844, 69))
(130, (0.9117514485946346, 271))
(125, (0.9115708171897822, 190))
(164, (0.9114646825071493, 72))
(430, (0.9114407333454225, 228))
(357, (0.9113764401674922, 18))
(589, (0.9112672337101007, 32))
(64, (0.9112231548210401, 18))
(139, (0.9112082675895113, 51))
(544, (0.9110801864538298, 199))
(390, (0.9108429387883898, 81))
(363, (0.9106289435339626, 100))
(602, (0.9105880526611567, 76))
(39, (0.9105291693261688, 38))
(556, (0.9104544315174559, 25))
(23, (0.9104258720111623, 439))
(376, (0.9101370077828702, 35))
(621, (0.9099111069894007, 53))
